country,country_code,Year,unemployment_rate,GDP,region,Population
Oman,OMN,2017,2.522,0.304057566,Asia,4537396
Other small states,OSS,2017,9.258776327,5.165118416,Other,11989367
Pakistan,PAK,2017,3.215,4.432625907,North America,223273967
Panama,PAN,2017,5.338,5.744059464,North America,4098707
Peru,PER,2017,3.691,2.518835442,South America,31324637
Philippines,PHL,2017,2.552,6.930988326,Asia,108119693
Papua New Guinea,PNG,2017,2.569,3.534610818,Oceania,9178714
Poland,POL,2017,4.867,5.152457733,Other,37974826
Pre-demographic dividend,PRE,2017,5.284609319,1.648049676,North America,920568701
Puerto Rico (US),PRI,2017,10.8,-2.885218384,North America,3410837
"Korea, Dem. People's Rep.",PRK,2017,2.846,,North America,25817709
Portugal,PRT,2017,8.869,3.314720564,North America,10300300
Paraguay,PRY,2017,6.138,4.810078856,North America,6338660
West Bank and Gaza,PSE,2017,25.677,1.419367563,Asia,4454805
Pacific island small states,PSS,2017,3.367720152,3.871699983,Asia,2509999
Post-demographic dividend,PST,2017,5.848584518,2.44254705,Asia,1107161559
French Polynesia,PYF,2017,11.573,4.292633631,South America,280087
Qatar,QAT,2017,0.14,-1.497604702,Asia,2545820
Romania,ROU,2017,4.927,8.195478266,Europe,19588715
Russian Federation,RUS,2017,5.238,1.825790064,Europe,145293260
Rwanda,RWA,2017,11.875,3.918170936,Africa,12202060
South Asia,SAS,2017,7.242855312,6.78411966,Asia,1572520427
Saudi Arabia,SAU,2017,5.89,1.182079933,Asia,30977355
Sudan,SDN,2017,12.953,0.709256285,Africa,42714306
Senegal,SEN,2017,4.078,7.407486186,Europe,15475002
Singapore,SGP,2017,4.2,4.476899158,Asia,5612253
Solomon Islands,SLB,2017,0.725,3.075348034,Africa,685672
Sierra Leone,SLE,2017,3.834,3.207860877,Africa,7379299
El Salvador,SLV,2017,4.385,2.247619081,Africa,6213533
"Somalia, Fed. Rep.",SOM,2017,18.523,14.7357956,Africa,14916629
Serbia,SRB,2017,13.477,2.363393787,South America,7020858
Sub-Saharan Africa (excluding high income),SSA,2017,6.502363384,2.201462185,Africa,971179323
South Sudan,SSD,2017,13.111,,Africa,10259154
Sub-Saharan Africa,SSF,2017,6.077506409,2.512523346,Africa,1080941647
Small states,SST,2017,8.316062072,3.271501679,Africa,18865506
Sao Tome and Principe,STP,2017,8.808,4.112979663,Africa,206970
Suriname,SUR,2017,7.888,1.566037825,Other,593713
Slovak Republic,SVK,2017,8.142,2.874733275,North America,5439232
Slovenia,SVN,2017,6.564,5.174402156,North America,2066388
Sweden,SWE,2017,6.718,1.825156018,Other,10057698
Eswatini,SWZ,2017,24.523,1.456792976,Other,1158195
Syrian Arab Republic,SYR,2017,13.597,-0.723281777,Asia,19224668
Chad,TCD,2017,1.116,-1.627993671,North America,15622759
East Asia & Pacific (IDA & IBRD countries),TEA,2017,3.928165117,6.666422263,Other,2061449949
Europe & Central Asia (IDA & IBRD countries),TEC,2017,7.126181207,4.293525805,Other,458235497
Togo,TGO,2017,3.744,4.008133262,Africa,8057140
Thailand,THA,2017,0.83,4.177681032,Asia,71160187
Tajikistan,TJK,2017,11.487,7.100000419,Asia,9085946
Turkmenistan,TKM,2017,4.044,6.500000047,Oceania,6507061
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,8.127556965,1.982244762,Asia,614776664
Timor-Leste,TLS,2017,4.248,-3.182415225,Asia,1251703
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017,9.157191194,3.355369202,Asia,652312809
Tonga,TON,2017,2.131,3.202319762,Oceania,105356
South Asia (IDA & IBRD),TSA,2017,7.242855312,6.78411966,Other,1572520427
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,6.077506409,2.512523346,Other,1080941647
Trinidad and Tobago,TTO,2017,3.394,-4.818588907,North America,1356633
Tunisia,TUN,2017,15.33,2.23783868,Other,11650498
Turkiye,TUR,2017,10.919,7.501997489,Other,80312698
Tanzania,TZA,2017,2.303,6.762277168,Africa,55652890
Uganda,UGA,2017,3.428,3.131405517,Africa,40177388
Ukraine,UKR,2017,9.5,2.359972281,Other,45436041
Upper middle income,UMC,2017,6.038782269,5.343357417,Oceania,2731375253
Uruguay,URY,2017,7.89,1.740376434,Other,3388438
United States,USA,2017,4.355,2.457622302,North America,326608609
Uzbekistan,UZB,2017,5.83,4.395274633,Asia,31819178
St. Vincent and the Grenadines,VCT,2017,19.006,1.448830634,North America,105663
"Venezuela, RB",VEN,2017,5.045,,South America,30565323
Virgin Islands (U.S.),VIR,2017,12.217,-0.735294118,North America,107281
Viet Nam,VNM,2017,1.874,6.940190374,Asia,95176977
Vanuatu,VUT,2017,5.287,4.412665986,Oceania,278507
Samoa,WSM,2017,9.4,1.4062824,Oceania,205415
"Yemen, Rep.",YEM,2017,18.603,-5.071795643,Asia,33090921
South Africa,ZAF,2017,27.035,1.157946952,Africa,57635162
Zambia,ZMB,2017,4.529,3.525862771,Africa,17441320
Zimbabwe,ZWE,2017,6.344,4.734411226,Africa,14812482
Africa Eastern and Southern,AFE,2018,7.360513104,2.665038075,Asia,657801085
Afghanistan,AFG,2018,11.196,1.189228129,Asia,36743039
Africa Western and Central,AFW,2018,4.323630954,2.904654375,Asia,452195915
Angola,AGO,2018,16.594,-1.316361689,North America,31297155
Albania,ALB,2018,12.304,3.671419281,Europe,2866376
Arab World,ARB,2018,10.65973963,2.642845209,South America,435998060
United Arab Emirates,ARE,2018,2.236,1.313913882,South America,9346701
Argentina,ARG,2018,9.22,-2.617396463,South America,44654882
Armenia,ARM,2018,18.966,5.2,South America,2969000
Australia,AUS,2018,5.3,2.878469715,Oceania,24963258
Austria,AUT,2018,4.933,2.484221141,Oceania,8840521
Azerbaijan,AZE,2018,4.9,1.500401707,Asia,9939771
Burundi,BDI,2018,1.146,1.609935421,Asia,11859446
Belgium,BEL,2018,5.941,1.877968474,Europe,11427054
Benin,BEN,2018,1.41,6.697253622,Europe,12383347
Burkina Faso,BFA,2018,4.695,6.604569068,Africa,20438288
Bangladesh,BGD,2018,4.407,7.31941263,Europe,163523103
Bulgaria,BGR,2018,5.211,2.549464347,Europe,6710798
Bahrain,BHR,2018,1.2,2.05258865,Asia,1503091
"Bahamas, The",BHS,2018,10,2.398520006,Asia,392717
Bosnia and Herzegovina,BIH,2018,18.4,3.827499205,Africa,3387000
Belarus,BLR,2018,4.763,3.149197594,North America,9438785
Belize,BLZ,2018,7.896,1.11057125,North America,380226
Bolivia,BOL,2018,3.519,4.223623653,South America,11508368
Brazil,BRA,2018,12.329,1.783666762,South America,206107261
Barbados,BRB,2018,8.322,-1.174065094,South America,280711
Brunei Darussalam,BRN,2018,8.7,0.052371054,South America,437810
Bhutan,BTN,2018,3.35,3.501871857,Asia,759759
Botswana,BWA,2018,19.681,4.18869239,Africa,2299141
Central African Republic,CAF,2018,5.517,3.789443593,North America,4878657
Canada,CAN,2018,5.837,2.742963449,North America,37072620
Central Europe and the Baltics,CEB,2018,4.303695628,5.064130423,Other,102074201
Switzerland,CHE,2018,4.713,2.860445794,Europe,8514329
Channel Islands,CHI,2018,6.571,1.122243566,Europe,164949
Chile,CHL,2018,7.623,3.990029478,Europe,18893191
China,CHN,2018,4.31,6.756718002,Europe,1402760000
Cote d'Ivoire,CIV,2018,2.85,4.843146059,Africa,27464173
Cameroon,CMR,2018,3.601,3.955514239,Africa,24806383
"Congo, Dem. Rep.",COD,2018,4.618,5.8211211,South America,90047644
"Congo, Rep.",COG,2018,20.701,-2.304317801,South America,5483118
Colombia,COL,2018,9.36,2.564324283,South America,49024465
Comoros,COM,2018,3.942,4.059605937,South America,771590
Cabo Verde,CPV,2018,12.17,3.706964583,Other,513415
Costa Rica,CRI,2018,9.01,2.615904404,North America,4957818
Caribbean small states,CSS,2018,8.422285556,1.231056407,Other,4407658
Cuba,CUB,2018,1.7,2.247948541,North America,11227118
Cyprus,CYP,2018,8.504,6.271663601,Asia,1270737
Czechia,CZE,2018,2.246,2.830305883,Europe,10629928
Germany,DEU,2018,3.384,1.116443109,Europe,82905782
Djibouti,DJI,2018,26.184,4.774339349,Africa,1071882
Denmark,DNK,2018,5.131,1.86000749,Other,5793636
Dominican Republic,DOM,2018,5.861,7.097516402,North America,10782053
Algeria,DZA,2018,12.137,1.400000001,Africa,42505035
East Asia & Pacific (excluding high income),EAP,2018,3.802343783,6.537190092,Other,2100698838
Early-demographic dividend,EAR,2018,6.79972999,3.841097654,Other,3314245247
East Asia & Pacific,EAS,2018,3.744974769,4.784312839,Other,2347576325
Europe & Central Asia (excluding high income),ECA,2018,8.661131657,3.497398368,South America,246659127
Europe & Central Asia,ECS,2018,6.898466519,2.124173249,South America,918947897
Ecuador,ECU,2018,3.53,1.044294607,South America,17049547
"Egypt, Arab Rep.",EGY,2018,9.855,5.331108619,Africa,105682094
Euro area,EMU,2018,8.158556294,1.770512572,Other,345864630
Eritrea,ERI,2018,5.511,,Africa,3192760
Spain,ESP,2018,15.255,2.395411245,Europe,46782011
Estonia,EST,2018,5.412,3.699697562,Europe,1321977
Ethiopia,ETH,2018,2.802,6.816147786,Africa,112664152
European Union,EUU,2018,7.255923595,2.054041412,Other,446329890
Fragile and conflict affected situations,FCS,2018,5.829739634,2.750061467,Other,951851595
Finland,FIN,2018,7.361,1.192977597,Europe,5515525
Fiji,FJI,2018,4.335,3.812351222,Oceania,917180
France,FRA,2018,9.018,1.645908724,Europe,67158348
Gabon,GAB,2018,20.439,0.837916581,Africa,2212318
United Kingdom,GBR,2018,4.12,1.40519026,Europe,66289000
Georgia,GEO,2018,12.667,6.062036413,Asia,3726549
Ghana,GHA,2018,3.253,6.200077681,Africa,30637585
Guinea,GIN,2018,4.787,6.358491927,Europe,12704774
"Gambia, The",GMB,2018,4.127,7.234890333,Africa,2399632
Guinea-Bissau,GNB,2018,3.127,3.761453596,Africa,1922168
Equatorial Guinea,GNQ,2018,7.967,-6.236544067,Africa,1616422
Greece,GRC,2018,19.179,2.064672079,Europe,10732882
Guatemala,GTM,2018,2.283,3.406873465,North America,16845685
Guam,GUM,2018,5.449,-0.828231905,Oceania,162679
Guyana,GUY,2018,13.627,4.440912885,Oceania,791556
High income,HIC,2018,5.082106014,2.368536263,Other,1385103279
"Hong Kong SAR, China",HKG,2018,2.805,2.846934576,Asia,7452600
Honduras,HND,2018,5.648,3.84499477,North America,9765210
Heavily indebted poor countries (HIPC),HPC,2018,4.35098845,4.234449959,Other,802020674
Croatia,HRV,2018,8.432,2.904681493,Europe,3988775
Haiti,HTI,2018,13.878,1.667810955,North America,10962362
Hungary,HUN,2018,3.708,5.606138138,Europe,9706964
IBRD only,IBD,2018,6.294315686,4.959699893,Other,4807240463
IDA & IBRD total,IBT,2018,5.924439811,4.913963334,Other,6518316997
IDA total,IDA,2018,4.660565415,4.355948456,Asia,1711076534
IDA blend,IDB,2018,4.758530254,3.865219105,Asia,601951913
Indonesia,IDN,2018,4.387,5.17429154,Asia,269951846
IDA only,IDX,2018,4.606044701,4.845193389,Asia,1109124621
India,IND,2018,7.652,6.453851345,Asia,1374659064
Ireland,IRL,2018,5.741,7.544342141,Asia,4898022
"Iran, Islamic Rep.",IRN,2018,12.195,-1.838007571,Asia,86117998
Iraq,IRQ,2018,13.49,2.633850991,Asia,40265624
Iceland,ISL,2018,2.704,4.889173002,Europe,352721
Israel,ISR,2018,3.917,4.003898622,Europe,8882800
Italy,ITA,2018,10.61,0.826646712,Europe,60148658
Jamaica,JAM,2018,5.47,1.889923681,Other,2820097
Jordan,JOR,2018,18.257,1.919070913,Asia,10462306
Japan,JPN,2018,2.467,0.643391024,Asia,126811000
Kazakhstan,KAZ,2018,4.85,4.099999993,Other,18932727
Kenya,KEN,2018,4.284,5.647946407,Africa,50207107
Kyrgyz Republic,KGZ,2018,3.67,3.757910136,Asia,6444079
Cambodia,KHM,2018,0.13,8.776223762,Asia,16274522
"Korea, Rep.",KOR,2018,3.824,2.907403774,Other,51585058
Kuwait,KWT,2018,2.204,2.743330539,Asia,4323515
Latin America & Caribbean (excluding high income),LAC,2018,8.062001874,1.552546371,Asia,567711159
Lao PDR,LAO,2018,2.9,6.247960008,Asia,7128045
Lebanon,LBN,2018,10.745,-1.884705756,Asia,5984119
Liberia,LBR,2018,3.056,1.157575122,Asia,4944726
Libya,LBY,2018,18.836,7.941367853,Asia,6849055
St. Lucia,LCA,2018,19.329,2.886779022,North America,177017
Latin America & Caribbean,LCN,2018,7.932470904,1.58926392,North America,635778081
Least developed countries: UN classification,LDC,2018,4.887023551,4.643983667,Other,1033110314
Low income,LIC,2018,5.541300637,2.769299758,Europe,529522043
Sri Lanka,LKA,2018,4.318,2.310084255,Asia,21670000
Lower middle income,LMC,2018,6.124545925,5.434405272,Other,2888561818
Low & middle income,LMY,2018,6.000988753,5.009758985,Other,6169917356
Lesotho,LSO,2018,16.625,-1.480633158,Africa,2183603
Late-demographic dividend,LTE,2018,5.039761855,5.441093004,Europe,2298652685
Lithuania,LTU,2018,6.147,4.918367801,Europe,2819200
Luxembourg,LUX,2018,5.589,1.611295613,Europe,607950
Latvia,LVA,2018,7.412,4.309712863,Europe,1927174
"Macao SAR, China",MAC,2018,1.834,6.405279157,Africa,658900
Morocco,MAR,2018,9.271,3.06564133,Africa,35839760
Moldova,MDA,2018,1.196,4.075595466,Europe,2707203
Madagascar,MDG,2018,2.297,3.194356517,Europe,27494926
Maldives,MDV,2018,4.95,8.568955597,Europe,473099
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,8.54016359,2.610824091,Europe,730362334
Mexico,MEX,2018,3.275,1.972082077,Europe,124573711
Middle income,MIC,2018,6.034827151,5.038087593,Other,5640395313
North Macedonia,MKD,2018,21.208,2.88059671,Europe,1889051
Mali,MLI,2018,1.62,4.867849999,Africa,20442030
Malta,MLT,2018,3.658,7.189096537,Africa,483903
Myanmar,MMR,2018,0.767,6.268862215,Asia,52272247
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018,9.287174247,2.554068461,Asia,668447432
Montenegro,MNE,2018,15.19,5.077888811,Asia,626438
Mongolia,MNG,2018,5.377,7.74488062,Asia,3208189
Mozambique,MOZ,2018,3.604,3.484932024,Asia,29018644
Mauritania,MRT,2018,10.407,4.772173657,Africa,4337685
Mauritius,MUS,2018,6.426,4.006740572,Africa,1265577
Malawi,MWI,2018,5.014,4.353564716,Africa,18528081
Malaysia,MYS,2018,3.3,4.843086976,Asia,32910967
North America,NAC,2018,4.107214299,2.947893142,Africa,365666028
Namibia,NAM,2018,19.877,1.059939499,Africa,2577327
New Caledonia,NCL,2018,11.702,3.995707282,Oceania,283541
Niger,NER,2018,0.535,7.211418028,Africa,22188069
Nigeria,NGA,2018,5.067,1.922757342,Africa,204938755
Nicaragua,NIC,2018,5.2,-3.36335666,North America,6400080
Netherlands,NLD,2018,3.832,2.258740374,Europe,17231624
Norway,NOR,2018,3.801,0.828931501,Europe,5311916
Nepal,NPL,2018,10.559,7.622376104,Asia,28079689
New Zealand,NZL,2018,4.335,3.470582039,Oceania,4900600
OECD members,OED,2018,5.476703716,2.337922851,Other,1356470975
Oman,OMN,2018,1.8,1.287103915,Asia,4597877
Other small states,OSS,2018,8.758577556,4.418847455,Other,12135267
Pakistan,PAK,2018,4.083,6.151702611,North America,226928892
Panama,PAN,2018,5.161,3.918198074,North America,4167860
Peru,PER,2018,3.492,3.969351341,South America,31897584
Philippines,PHL,2018,2.338,6.341485572,Asia,109465287
Papua New Guinea,PNG,2018,2.635,-0.279252285,Oceania,9394513
Poland,POL,2018,3.835,6.245858472,Other,37974750
Pre-demographic dividend,PRE,2018,5.351386027,2.62073084,North America,946317177
Puerto Rico (US),PRI,2018,9.2,-4.361427032,North America,3290690
"Korea, Dem. People's Rep.",PRK,2018,2.757,,North America,25931147
Portugal,PRT,2018,6.994,2.94628244,North America,10283822
Paraguay,PRY,2018,6.217,3.204250341,North America,6427382
West Bank and Gaza,PSE,2018,26.256,1.227077378,Asia,4569087
Pacific island small states,PSS,2018,3.275633607,2.76809486,Asia,2542009
Post-demographic dividend,PST,2018,5.296925643,2.245419795,Asia,1111377470
French Polynesia,PYF,2018,11.572,1.871231911,South America,279815
Qatar,QAT,2018,0.11,1.234872202,Asia,2580734
Romania,ROU,2018,4.187,6.120930007,Europe,19473970
Russian Federation,RUS,2018,4.871,2.807245411,Europe,145398106
Rwanda,RWA,2018,10.759,8.516467226,Africa,12487996
South Asia,SAS,2018,7.277323619,6.393666325,Asia,1589164714
Saudi Arabia,SAU,2018,6.029,3.22695089,Asia,30196281
Sudan,SDN,2018,12.303,-2.68093055,Africa,44230596
Senegal,SEN,2018,3.455,6.209241034,Europe,15914498
Singapore,SGP,2018,3.613,3.451975966,Asia,5638676
Solomon Islands,SLB,2018,0.72,2.745995423,Africa,709101
Sierra Leone,SLE,2018,3.192,2.893856412,Africa,7554563
El Salvador,SLV,2018,4.006,2.412444224,Africa,6219807
"Somalia, Fed. Rep.",SOM,2018,18.738,2.054315073,Africa,15452487
Serbia,SRB,2018,12.733,4.649350355,South America,6982604
Sub-Saharan Africa (excluding high income),SSA,2018,6.511441627,2.584185215,Africa,997236086
South Sudan,SSD,2018,12.952,,Africa,10122977
Sub-Saharan Africa,SSF,2018,6.106327975,2.774838975,Africa,1109997000
Small states,SST,2018,8.035003552,3.39672635,Africa,19084934
Sao Tome and Principe,STP,2018,8.714,4.378128083,Africa,210187
Suriname,SUR,2018,7.693,4.948271085,Other,599513
Slovak Republic,SVK,2018,6.544,4.062119819,North America,5446771
Slovenia,SVN,2018,5.108,4.379083473,North America,2073894
Sweden,SWE,2018,6.365,1.902964573,Other,10175214
Eswatini,SWZ,2018,26.369,0.256586002,Other,1168929
Syrian Arab Republic,SYR,2018,13.497,1.393176078,Asia,19577845
Chad,TCD,2018,1.135,5.741115808,North America,16156531
East Asia & Pacific (IDA & IBRD countries),TEA,2018,3.81853389,6.537036066,Other,2074796982
Europe & Central Asia (IDA & IBRD countries),TEC,2018,6.68712191,3.732052017,Other,460205526
Togo,TGO,2018,2.898,4.79506027,Africa,8258778
Thailand,THA,2018,0.765,4.222870287,Asia,71376079
Tajikistan,TJK,2018,11.437,7.59999889,Asia,9307333
Turkmenistan,TKM,2018,4.044,6.199999941,Oceania,6655524
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,8.033247205,1.676508705,Asia,620274430
Timor-Leste,TLS,2018,3.778,0.000114755,Asia,1275959
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,9.18412652,2.564691124,Asia,663878345
Tonga,TON,2018,2.248,0.687546507,Oceania,105567
South Asia (IDA & IBRD),TSA,2018,7.277323619,6.393666325,Other,1589164714
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,6.106327975,2.774838975,Other,1109997000
Trinidad and Tobago,TTO,2018,3.498,-0.985525083,North America,1359193
Tunisia,TUN,2018,15.459,2.624930109,Other,11765514
Turkiye,TUR,2018,10.956,3.013170393,Other,81407204
Tanzania,TZA,2018,2.393,5.468081815,Africa,57437145
Uganda,UGA,2018,3.25,6.303923783,Africa,41565831
Ukraine,UKR,2018,8.799,3.48836234,Other,45208907
Upper middle income,UMC,2018,5.962354785,4.935786497,Oceania,2751833495
Uruguay,URY,2018,8.336,0.164777609,Other,3394534
United States,USA,2018,3.896,2.966505069,North America,328529577
Uzbekistan,UZB,2018,5.389,5.559195729,Asia,32373490
St. Vincent and the Grenadines,VCT,2018,18.984,3.175611442,North America,104926
"Venezuela, RB",VEN,2018,5.46,,South America,29807592
Virgin Islands (U.S.),VIR,2018,12.407,1.878306878,North America,107001
Viet Nam,VNM,2018,1.161,7.465006856,Asia,96237319
Vanuatu,VUT,2018,5.326,2.900230273,Oceania,285259
Samoa,WSM,2018,8.639,-0.609647103,Oceania,207582
"Yemen, Rep.",YEM,2018,17.584,0.752447592,Asia,34085182
South Africa,ZAF,2018,26.906,1.556783847,Africa,58613001
Zambia,ZMB,2018,5.033,4.034493897,Africa,17973569
Zimbabwe,ZWE,2018,6.793,5.009921382,Africa,15034452
Africa Eastern and Southern,AFE,2019,7.584418799,2.200340433,Asia,675950189
Afghanistan,AFG,2019,11.185,3.911603416,Asia,37856121
Africa Western and Central,AFW,2019,4.395271211,3.282162998,Asia,463365429
Angola,AGO,2019,16.497,-0.702272958,North America,32375632
Albania,ALB,2019,11.466,2.062577902,Europe,2854191
Arab World,ARB,2019,10.21609802,1.726916137,South America,444281315
United Arab Emirates,ARE,2019,2.331,1.108348135,South America,9445785
Argentina,ARG,2019,9.843,-2.000861003,South America,44973465
Armenia,ARM,2019,18.304,7.599999999,South America,2962500
Australia,AUS,2019,5.159,2.171545057,Oceania,25334826
Austria,AUT,2019,4.56,1.754976196,Oceania,8879920
Azerbaijan,AZE,2019,5,2.479808934,Asia,10024283
Burundi,BDI,2019,1.043,1.812565324,Asia,12255336
Belgium,BEL,2019,5.364,2.442890045,Europe,11488980
Benin,BEN,2019,1.214,6.865686628,Europe,12726755
Burkina Faso,BFA,2019,4.71,5.889204971,Africa,20961952
Bangladesh,BGD,2019,4.441,7.881915151,Europe,164913055
Bulgaria,BGR,2019,4.23,3.788850365,Europe,6616726
Bahrain,BHR,2019,1.223,2.052877744,Asia,1483756
"Bahamas, The",BHS,2019,9.336,-0.839051301,Asia,394675
Bosnia and Herzegovina,BIH,2019,15.692,2.887343344,Africa,3345533
Belarus,BLR,2019,4.165,1.446455477,North America,9419758
Belize,BLZ,2019,9.053,4.267636896,North America,385829
Bolivia,BOL,2019,3.682,2.21670564,South America,11671386
Brazil,BRA,2019,11.936,1.220777824,South America,207455459
Barbados,BRB,2019,8.412,0.652585418,South America,281207
Brunei Darussalam,BRN,2019,6.6,3.868844164,South America,442680
Bhutan,BTN,2019,2.72,5.755148512,Asia,764824
Botswana,BWA,2019,20.094,3.031773371,Africa,2332083
Central African Republic,CAF,2019,5.607,3.1,North America,4944703
Canada,CAN,2019,5.69,1.908431946,North America,37618495
Central Europe and the Baltics,CEB,2019,3.770153482,4.026711247,Other,101864274
Switzerland,CHE,2019,4.394,1.14198219,Europe,8575280
Channel Islands,CHI,2019,6.408,1.573355962,Europe,165639
Chile,CHL,2019,7.493,0.634367534,Europe,19197744
China,CHN,2019,4.56,6.068502351,Europe,1407745000
Cote d'Ivoire,CIV,2019,2.401,6.721371676,Africa,28193009
Cameroon,CMR,2019,3.622,3.475059982,Africa,25506095
"Congo, Dem. Rep.",COD,2019,4.591,4.384528874,South America,92947442
"Congo, Rep.",COG,2019,20.392,1.12447392,South America,5616661
Colombia,COL,2019,10.28,3.186855392,South America,49907985
Comoros,COM,2019,3.934,3.628770244,South America,786578
Cabo Verde,CPV,2019,12.128,6.947826341,Other,514104
Costa Rica,CRI,2019,10.807,2.417511818,North America,4999553
Caribbean small states,CSS,2019,8.162114305,0.919134168,Other,4443134
Cuba,CUB,2019,1.705,-0.163087224,North America,11202846
Cyprus,CYP,2019,7.155,5.875595834,Asia,1286671
Czechia,CZE,2019,2.015,3.565776581,Europe,10671870
Germany,DEU,2019,3.163,0.98789335,Europe,83092962
Djibouti,DJI,2019,26.256,5.545080812,Africa,1088709
Denmark,DNK,2019,5.018,1.711400939,Other,5814422
Dominican Republic,DOM,2019,6.356,4.894030115,North America,10894043
Algeria,DZA,2019,12.259,0.899999999,Africa,43294546
East Asia & Pacific (excluding high income),EAP,2019,3.893305531,5.885793589,Other,2112289891
Early-demographic dividend,EAR,2019,6.334711304,2.387191247,Other,3355014793
East Asia & Pacific,EAS,2019,3.814721,4.043729245,Other,2359771090
Europe & Central Asia (excluding high income),ECA,2019,9.164450303,2.306489344,South America,248863066
Europe & Central Asia,ECS,2019,6.645073581,1.85681538,South America,922218554
Ecuador,ECU,2019,3.812,0.165404465,South America,17340021
"Egypt, Arab Rep.",EGY,2019,7.851,5.552093072,Africa,107553158
Euro area,EMU,2019,7.519361423,1.627560572,Other,346496601
Eritrea,ERI,2019,5.552,,Africa,3240194
Spain,ESP,2019,14.104,1.961178508,Europe,47118501
Estonia,EST,2019,4.514,3.726649435,Europe,1326898
Ethiopia,ETH,2019,2.917,8.364085733,Africa,115737383
European Union,EUU,2019,6.688575564,1.877158567,Other,446910453
Fragile and conflict affected situations,FCS,2019,5.879107366,2.313661241,Other,973035228
Finland,FIN,2019,6.695,1.349738457,Europe,5521606
Fiji,FJI,2019,4.373,-0.581946709,Oceania,914899
France,FRA,2019,8.415,2.027446464,Europe,67382061
Gabon,GAB,2019,20.358,3.920808795,Africa,2267706
United Kingdom,GBR,2019,3.613,1.62447518,Europe,66631000
Georgia,GEO,2019,11.565,5.380719266,Asia,3720161
Ghana,GHA,2019,3.16,6.507774794,Africa,31258945
Guinea,GIN,2019,5.018,5.616914469,Europe,13034346
"Gambia, The",GMB,2019,4.538,6.22205316,Africa,2456844
Guinea-Bissau,GNB,2019,2.413,5.565745336,Africa,1967696
Equatorial Guinea,GNQ,2019,8.064,-5.481825379,Africa,1670177
Greece,GRC,2019,17.045,2.277180653,Europe,10721582
Guatemala,GTM,2019,2.193,4.017897934,North America,17103803
Guam,GUM,2019,5.401,2.523602033,Oceania,161808
Guyana,GUY,2019,13.172,5.352840035,Oceania,807665
High income,HIC,2019,4.763018043,1.913669413,Other,1389779202
"Hong Kong SAR, China",HKG,2019,2.917,-1.672395165,Asia,7507900
Honduras,HND,2019,5.698,2.559634346,North America,9943633
Heavily indebted poor countries (HIPC),HPC,2019,4.358911386,4.467945975,Other,824649053
Croatia,HRV,2019,6.617,3.100439114,Europe,3949390
Haiti,HTI,2019,14.057,-1.723096998,North America,11105163
Hungary,HUN,2019,3.419,5.077184951,Europe,9694824
IBRD only,IBD,2019,6.080765594,4.038930981,Other,4845361414
IDA & IBRD total,IBT,2019,5.783017561,4.036007543,Other,6594502842
IDA total,IDA,2019,4.782675381,4.000133396,Asia,1749141428
IDA blend,IDB,2019,5.077267315,3.020933527,Asia,614017319
Indonesia,IDN,2019,3.59,5.01928768,Asia,272489381
IDA only,IDX,2019,4.61871805,4.967246492,Asia,1135124109
India,IND,2019,6.51,3.871436941,Asia,1389030312
Ireland,IRL,2019,4.95,5.040549962,Asia,4976456
"Iran, Islamic Rep.",IRN,2019,10.74,-3.070587985,Asia,87051648
Iraq,IRQ,2019,14.109,5.513790575,Asia,41192171
Iceland,ISL,2019,3.507,1.861177946,Europe,360563
Israel,ISR,2019,3.731,3.710496328,Europe,9054000
Italy,ITA,2019,9.951,0.429162534,Europe,59729081
Jamaica,JAM,2019,4.987,0.892291654,Other,2823271
Jordan,JOR,2019,16.801,1.751240779,Asia,10671891
Japan,JPN,2019,2.351,-0.402169201,Asia,126633000
Kazakhstan,KAZ,2019,4.8,4.500000001,Other,19209555
Kenya,KEN,2019,5.014,5.114158858,Africa,51202827
Kyrgyz Republic,KGZ,2019,4.295,4.600625657,Asia,6590211
Cambodia,KHM,2019,0.119,7.936950136,Asia,16481304
"Korea, Rep.",KOR,2019,3.746,2.24397786,Other,51764822
Kuwait,KWT,2019,2.251,2.263816906,Asia,4442316
Latin America & Caribbean (excluding high income),LAC,2019,8.090688681,0.600027444,Asia,573311679
Lao PDR,LAO,2019,2.537,5.457735092,Asia,7237636
Lebanon,LBN,2019,11.301,-6.914924729,Asia,5794594
Liberia,LBR,2019,3.068,-2.467297635,Asia,5043721
Libya,LBY,2019,19.05,-11.19608289,Asia,6951033
St. Lucia,LCA,2019,15.613,-0.700322396,North America,177661
Latin America & Caribbean,LCN,2019,8.000433575,0.682798838,North America,640962372
Least developed countries: UN classification,LDC,2019,4.886146554,5.101977814,Other,1058013514
Low income,LIC,2019,5.525978679,3.455661893,Europe,544980983
Sri Lanka,LKA,2019,4.67,-0.220483887,Asia,21803000
